Country Code,Country,Date,Food_Price_Index
CRI,Costa Rica,1996-10-01,17.4
CZE,Czech Republic,1996-10-01,71.0
DEU,Germany,1996-10-01,74.5
DNK,Denmark,1996-10-01,68.3
ESP,Spain,1996-10-01,64.2
FIN,Finland,1996-10-01,68.1
FRA,France,1996-10-01,72.9
GBR,United Kingdom,1996-10-01,64.7
GRC,Greece,1996-10-01,62.7
HKG,"Hong Kong SAR, China",1996-10-01,55.2
HUN,Hungary,1996-10-01,32.2
IDN,Indonesia,1996-10-01,8.29
IRL,Ireland,1996-10-01,79.7
ISL,Iceland,1996-10-01,45.7
ISR,Israel,1996-10-01,54.6
ITA,Italy,1996-10-01,69.6
JPN,Japan,1996-10-01,91.5
KOR,"Korea, Rep.",1996-10-01,45.0
LTU,Lithuania,1996-10-01,61.7
LUX,Luxembourg,1996-10-01,64.5
LVA,Latvia,1996-10-01,46.2
MDA,"Moldova, Rep.",1996-10-01,377.94
MEX,Mexico,1996-10-01,28.3
NGA,Nigeria,1996-10-01,26.1
NLD,Netherlands,1996-10-01,75.0
NOR,Norway,1996-10-01,70.2
NZL,New Zealand,1996-10-01,64.5
PHL,Philippines,1996-10-01,38.4
POL,Poland,1996-10-01,54.2
PRT,Portugal,1996-10-01,73.4
PRY,Paraguay,1996-10-01,19.1
ROU,Romania,1996-10-01,6.592
RUS,Russian Federation,1996-10-01,6.1147
SDN,Sudan,1996-10-01,29.7
SGP,Singapore,1996-10-01,66.148
SHN,Saint Helena,1996-10-01,46.4
SVK,Slovakia,1996-10-01,58.5
SVN,Slovenia,1996-10-01,46.2
SWE,Sweden,1996-10-01,73.3
THA,Thailand,1996-10-01,45.4
TTO,Trinidad and Tobago,1996-10-01,8.4
TUR,Turkey,1996-10-01,1.9
TWN,"Taiwan, China",1996-10-01,62.6
USA,United States,1996-10-01,64.8
ZAF,South Africa,1996-10-01,28.1
ARM,Armenia,1997-01-01,43.1
AUS,Australia,1997-01-01,61.0
AUT,Austria,1997-01-01,67.4
BEL,Belgium,1997-01-01,66.3
BEN,Benin,1997-01-01,57.4
BGR,Bulgaria,1997-01-01,2058.2
CAN,Canada,1997-01-01,63.5
CHE,Switzerland,1997-01-01,92.9
CHN,China,1997-01-01,53.0
CIV,C̫te d'Ivoire,1997-01-01,59.7
COL,Colombia,1997-01-01,23.9
COL,Colombia,1997-01-01,27.5
CRI,Costa Rica,1997-01-01,18.0
CZE,Czech Republic,1997-01-01,72.2
DEU,Germany,1997-01-01,76.0
DNK,Denmark,1997-01-01,68.3
ECU,Ecuador,1997-01-01,8.1
ESP,Spain,1997-01-01,63.8
FIN,Finland,1997-01-01,68.9
FRA,France,1997-01-01,73.9
GBR,United Kingdom,1997-01-01,64.9
GRC,Greece,1997-01-01,63.9
HKG,"Hong Kong SAR, China",1997-01-01,56.0
HTI,Haiti,1997-01-01,14.8
HUN,Hungary,1997-01-01,34.1
IDN,Indonesia,1997-01-01,8.77
IRL,Ireland,1997-01-01,80.2
ISL,Iceland,1997-01-01,45.6
ISR,Israel,1997-01-01,56.0
ITA,Italy,1997-01-01,69.5
JPN,Japan,1997-01-01,92.0
KOR,"Korea, Rep.",1997-01-01,45.7
LTU,Lithuania,1997-01-01,65.5
LUX,Luxembourg,1997-01-01,64.4
LVA,Latvia,1997-01-01,47.6
MDA,"Moldova, Rep.",1997-01-01,398.87
MEX,Mexico,1997-01-01,30.3
NER,Niger,1997-01-01,53.8
NGA,Nigeria,1997-01-01,26.3
NLD,Netherlands,1997-01-01,76.5
NOR,Norway,1997-01-01,70.7
NZL,New Zealand,1997-01-01,65.0
PHL,Philippines,1997-01-01,38.8
POL,Poland,1997-01-01,56.4
PRT,Portugal,1997-01-01,73.6
PRY,Paraguay,1997-01-01,19.7
ROU,Romania,1997-01-01,9.897
RUS,Russian Federation,1997-01-01,6.3348
SDN,Sudan,1997-01-01,28.8
SGP,Singapore,1997-01-01,66.846
SHN,Saint Helena,1997-01-01,46.2
SVK,Slovakia,1997-01-01,59.9
SVN,Slovenia,1997-01-01,48.3
SWE,Sweden,1997-01-01,73.5
TGO,Togo,1997-01-01,68.3
THA,Thailand,1997-01-01,45.8
TTO,Trinidad and Tobago,1997-01-01,8.7
TUR,Turkey,1997-01-01,2.3
TWN,"Taiwan, China",1997-01-01,60.37
USA,United States,1997-01-01,65.0
ZAF,South Africa,1997-01-01,28.8
ARM,Armenia,1997-04-01,46.4
AUS,Australia,1997-04-01,61.5
AUT,Austria,1997-04-01,68.0
BEL,Belgium,1997-04-01,67.6
BEN,Benin,1997-04-01,59.3
BGR,Bulgaria,1997-04-01,2656.3
CAN,Canada,1997-04-01,63.6
CHE,Switzerland,1997-04-01,93.4
CHN,China,1997-04-01,52.3
CIV,C̫te d'Ivoire,1997-04-01,62.5
COL,Colombia,1997-04-01,24.5
COL,Colombia,1997-04-01,28.7
CRI,Costa Rica,1997-04-01,18.6
CZE,Czech Republic,1997-04-01,72.7
DEU,Germany,1997-04-01,76.8
DNK,Denmark,1997-04-01,69.8
ECU,Ecuador,1997-04-01,8.3
ESP,Spain,1997-04-01,63.1
FIN,Finland,1997-04-01,69.2
FRA,France,1997-04-01,74.0
GBR,United Kingdom,1997-04-01,65.4
GRC,Greece,1997-04-01,66.0
HKG,"Hong Kong SAR, China",1997-04-01,56.4
HTI,Haiti,1997-04-01,15.4
HUN,Hungary,1997-04-01,36.1
IDN,Indonesia,1997-04-01,8.78
IRL,Ireland,1997-04-01,81.0
ISL,Iceland,1997-04-01,46.7
ISR,Israel,1997-04-01,57.5
ITA,Italy,1997-04-01,69.5
JPN,Japan,1997-04-01,94.1
KOR,"Korea, Rep.",1997-04-01,46.5
LTU,Lithuania,1997-04-01,65.1
LUX,Luxembourg,1997-04-01,64.7
LVA,Latvia,1997-04-01,48.1
MDA,"Moldova, Rep.",1997-04-01,399.77
MEX,Mexico,1997-04-01,31.0
NER,Niger,1997-04-01,55.5
NGA,Nigeria,1997-04-01,29.0
NLD,Netherlands,1997-04-01,76.6
NOR,Norway,1997-04-01,71.9
NZL,New Zealand,1997-04-01,65.2
PHL,Philippines,1997-04-01,39.0
POL,Poland,1997-04-01,58.0
PRT,Portugal,1997-04-01,73.7
PRY,Paraguay,1997-04-01,19.8
ROU,Romania,1997-04-01,13.279
RUS,Russian Federation,1997-04-01,6.6632
SDN,Sudan,1997-04-01,30.6
SGP,Singapore,1997-04-01,66.778
SHN,Saint Helena,1997-04-01,47.1
SVK,Slovakia,1997-04-01,60.2
SVN,Slovenia,1997-04-01,49.5
SWE,Sweden,1997-04-01,75.0
TGO,Togo,1997-04-01,72.0
THA,Thailand,1997-04-01,46.2
TTO,Trinidad and Tobago,1997-04-01,8.7
TUR,Turkey,1997-04-01,2.9
TWN,"Taiwan, China",1997-04-01,60.14
URY,Uruguay,1997-04-01,10.78
USA,United States,1997-04-01,64.8
ZAF,South Africa,1997-04-01,29.3
ARM,Armenia,1997-07-01,52.9
AUS,Australia,1997-07-01,61.4
AUT,Austria,1997-07-01,67.7
BEL,Belgium,1997-07-01,68.0
BEN,Benin,1997-07-01,56.6
BGR,Bulgaria,1997-07-01,2905.2
CAN,Canada,1997-07-01,63.5
CHE,Switzerland,1997-07-01,93.2
CHN,China,1997-07-01,50.5
CIV,C̫te d'Ivoire,1997-07-01,63.4
COL,Colombia,1997-07-01,26.0
COL,Colombia,1997-07-01,29.9
CRI,Costa Rica,1997-07-01,18.9
CZE,Czech Republic,1997-07-01,73.2
DEU,Germany,1997-07-01,76.5
DNK,Denmark,1997-07-01,71.2
ECU,Ecuador,1997-07-01,9.4
ESP,Spain,1997-07-01,63.3
FIN,Finland,1997-07-01,69.3
FRA,France,1997-07-01,74.4
GBR,United Kingdom,1997-07-01,65.6
GRC,Greece,1997-07-01,64.4
HKG,"Hong Kong SAR, China",1997-07-01,57.9
HTI,Haiti,1997-07-01,15.8
HUN,Hungary,1997-07-01,36.7
IDN,Indonesia,1997-07-01,9.01
IRL,Ireland,1997-07-01,81.9
ISL,Iceland,1997-07-01,46.8
ISR,Israel,1997-07-01,58.6
ITA,Italy,1997-07-01,69.1
JPN,Japan,1997-07-01,93.9
KOR,"Korea, Rep.",1997-07-01,47.7
LTU,Lithuania,1997-07-01,63.9
LUX,Luxembourg,1997-07-01,65.6
LVA,Latvia,1997-07-01,46.8
MDA,"Moldova, Rep.",1997-07-01,382.71
MEX,Mexico,1997-07-01,31.6
NER,Niger,1997-07-01,56.8
NGA,Nigeria,1997-07-01,29.8
NLD,Netherlands,1997-07-01,76.9
NOR,Norway,1997-07-01,72.7
NZL,New Zealand,1997-07-01,65.4
PHL,Philippines,1997-07-01,39.5
POL,Poland,1997-07-01,57.5
PRT,Portugal,1997-07-01,73.8
PRY,Paraguay,1997-07-01,19.3
ROU,Romania,1997-07-01,14.736
RUS,Russian Federation,1997-07-01,6.8568
SDN,Sudan,1997-07-01,35.9
SGP,Singapore,1997-07-01,67.18
SHN,Saint Helena,1997-07-01,47.7
SVK,Slovakia,1997-07-01,59.7
SVN,Slovenia,1997-07-01,49.6
SWE,Sweden,1997-07-01,75.6
TGO,Togo,1997-07-01,69.7
THA,Thailand,1997-07-01,48.2
TTO,Trinidad and Tobago,1997-07-01,9.0
TUR,Turkey,1997-07-01,3.2
TWN,"Taiwan, China",1997-07-01,63.21
URY,Uruguay,1997-07-01,11.17
USA,United States,1997-07-01,65.2
ZAF,South Africa,1997-07-01,29.7
ARM,Armenia,1997-10-01,53.7
AUS,Australia,1997-10-01,61.7
AUT,Austria,1997-10-01,68.2
BEL,Belgium,1997-10-01,67.9
BEN,Benin,1997-10-01,58.4
BGR,Bulgaria,1997-10-01,3042.5
CAN,Canada,1997-10-01,63.4
CHE,Switzerland,1997-10-01,93.5
CHN,China,1997-10-01,50.7
CIV,C̫te d'Ivoire,1997-10-01,61.9
COL,Colombia,1997-10-01,27.7
COL,Colombia,1997-10-01,31.2
CRI,Costa Rica,1997-10-01,19.3
CZE,Czech Republic,1997-10-01,74.9
DEU,Germany,1997-10-01,76.5
DNK,Denmark,1997-10-01,71.2
ECU,Ecuador,1997-10-01,10.4
ESP,Spain,1997-10-01,64.1
FIN,Finland,1997-10-01,69.3
FRA,France,1997-10-01,75.0
GBR,United Kingdom,1997-10-01,65.5
GHA,Ghana,1997-10-01,6.6
GRC,Greece,1997-10-01,64.9
HKG,"Hong Kong SAR, China",1997-10-01,57.3
HTI,Haiti,1997-10-01,16.1
HUN,Hungary,1997-10-01,38.3
IDN,Indonesia,1997-10-01,9.8
IRL,Ireland,1997-10-01,81.7
ISL,Iceland,1997-10-01,47.6
ISR,Israel,1997-10-01,59.3
ITA,Italy,1997-10-01,69.4
JPN,Japan,1997-10-01,92.5
KOR,"Korea, Rep.",1997-10-01,47.7
LTU,Lithuania,1997-10-01,64.6
LUX,Luxembourg,1997-10-01,66.0
LVA,Latvia,1997-10-01,47.3
MDA,"Moldova, Rep.",1997-10-01,398.22
MEX,Mexico,1997-10-01,32.4
NER,Niger,1997-10-01,55.5
NGA,Nigeria,1997-10-01,28.4
NLD,Netherlands,1997-10-01,77.5
NOR,Norway,1997-10-01,72.4
NZL,New Zealand,1997-10-01,65.3
PHL,Philippines,1997-10-01,40.0
POL,Poland,1997-10-01,59.8
PRT,Portugal,1997-10-01,74.2
PRY,Paraguay,1997-10-01,19.6
ROU,Romania,1997-10-01,16.928
RUS,Russian Federation,1997-10-01,6.7274
SDN,Sudan,1997-10-01,36.4
SGP,Singapore,1997-10-01,67.169
SHN,Saint Helena,1997-10-01,47.1
SVK,Slovakia,1997-10-01,60.9
SVN,Slovenia,1997-10-01,50.5
SWE,Sweden,1997-10-01,74.7
TGO,Togo,1997-10-01,68.8
THA,Thailand,1997-10-01,49.0
TTO,Trinidad and Tobago,1997-10-01,9.3
TUR,Turkey,1997-10-01,4.1
TWN,"Taiwan, China",1997-10-01,60.06
URY,Uruguay,1997-10-01,11.35
USA,United States,1997-10-01,65.5
ZAF,South Africa,1997-10-01,30.0
ARM,Armenia,1998-01-01,55.1
AUS,Australia,1998-01-01,62.1
AUT,Austria,1998-01-01,69.3
BEL,Belgium,1998-01-01,68.1
BEN,Benin,1998-01-01,60.4
BGR,Bulgaria,1998-01-01,3183.1
CAN,Canada,1998-01-01,64.6
CHE,Switzerland,1998-01-01,94.2
CHN,China,1998-01-01,51.9
CIV,C̫te d'Ivoire,1998-01-01,65.6
COL,Colombia,1998-01-01,28.7
COL,Colombia,1998-01-01,33.0
CRI,Costa Rica,1998-01-01,20.3
CZE,Czech Republic,1998-01-01,77.5
DEU,Germany,1998-01-01,77.5
DNK,Denmark,1998-01-01,71.2
ECU,Ecuador,1998-01-01,11.0
ESP,Spain,1998-01-01,64.2
EST,Estonia,1998-01-01,56.2
FIN,Finland,1998-01-01,70.2
FRA,France,1998-01-01,75.1
GBR,United Kingdom,1998-01-01,65.3
GHA,Ghana,1998-01-01,7.2
GRC,Greece,1998-01-01,67.0
HKG,"Hong Kong SAR, China",1998-01-01,58.2
HRV,Croatia,1998-01-01,70.0
HTI,Haiti,1998-01-01,16.2
HUN,Hungary,1998-01-01,40.7
IDN,Indonesia,1998-01-01,12.76
IRL,Ireland,1998-01-01,82.3
ISL,Iceland,1998-01-01,48.1
ISR,Israel,1998-01-01,59.2
ITA,Italy,1998-01-01,69.9
JOR,Jordan,1998-01-01,51.7
JPN,Japan,1998-01-01,94.0
KOR,"Korea, Rep.",1998-01-01,50.2
LTU,Lithuania,1998-01-01,66.3
LUX,Luxembourg,1998-01-01,66.4
LVA,Latvia,1998-01-01,48.3
MAC,"Macao SAR, China",1998-01-01,48.3
MDA,"Moldova, Rep.",1998-01-01,416.95
MEX,Mexico,1998-01-01,34.1
NER,Niger,1998-01-01,55.7
NGA,Nigeria,1998-01-01,28.2
NLD,Netherlands,1998-01-01,78.1
NOR,Norway,1998-01-01,73.6
NZL,New Zealand,1998-01-01,66.5
PHL,Philippines,1998-01-01,40.7
POL,Poland,1998-01-01,62.1
PRT,Portugal,1998-01-01,75.6
PRY,Paraguay,1998-01-01,20.7
ROU,Romania,1998-01-01,18.777
RUS,Russian Federation,1998-01-01,6.8128
SDN,Sudan,1998-01-01,36.1
SGP,Singapore,1998-01-01,67.396
SHN,Saint Helena,1998-01-01,46.2
SVK,Slovakia,1998-01-01,63.1
SVN,Slovenia,1998-01-01,53.2
SWE,Sweden,1998-01-01,74.7
TGO,Togo,1998-01-01,70.0
THA,Thailand,1998-01-01,50.5
TTO,Trinidad and Tobago,1998-01-01,9.6
TUR,Turkey,1998-01-01,5.0
TWN,"Taiwan, China",1998-01-01,61.86
URY,Uruguay,1998-01-01,11.59
USA,United States,1998-01-01,66.1
VUT,Vanuatu,1998-01-01,96.9
ZAF,South Africa,1998-01-01,30.5
ARM,Armenia,1998-04-01,53.4
AUS,Australia,1998-04-01,62.6
AUT,Austria,1998-04-01,69.4
BEL,Belgium,1998-04-01,69.6
BEN,Benin,1998-04-01,65.3
BGR,Bulgaria,1998-04-01,3043.9
CAN,Canada,1998-04-01,64.8
CHE,Switzerland,1998-04-01,94.5
CHN,China,1998-04-01,50.4
CIV,C̫te d'Ivoire,1998-04-01,72.4
COL,Colombia,1998-04-01,31.7
COL,Colombia,1998-04-01,37.3
CRI,Costa Rica,1998-04-01,21.1
CZE,Czech Republic,1998-04-01,78.0
DEU,Germany,1998-04-01,78.1
DNK,Denmark,1998-04-01,71.8
ECU,Ecuador,1998-04-01,11.9
ESP,Spain,1998-04-01,64.0
EST,Estonia,1998-04-01,56.9
FIN,Finland,1998-04-01,70.8
FRA,France,1998-04-01,76.1
GBR,United Kingdom,1998-04-01,65.9
GHA,Ghana,1998-04-01,8.1
GRC,Greece,1998-04-01,69.0
HKG,"Hong Kong SAR, China",1998-04-01,58.2
HRV,Croatia,1998-04-01,70.2
HTI,Haiti,1998-04-01,16.4
HUN,Hungary,1998-04-01,42.6
IDN,Indonesia,1998-04-01,15.51
IRL,Ireland,1998-04-01,84.8
ISL,Iceland,1998-04-01,48.6
ISR,Israel,1998-04-01,60.3
ITA,Italy,1998-04-01,70.2
JOR,Jordan,1998-04-01,51.3
JPN,Japan,1998-04-01,94.8
KOR,"Korea, Rep.",1998-04-01,51.4
LTU,Lithuania,1998-04-01,66.2
LUX,Luxembourg,1998-04-01,66.7
LVA,Latvia,1998-04-01,49.0
MAC,"Macao SAR, China",1998-04-01,48.0
MDA,"Moldova, Rep.",1998-04-01,418.85
MEX,Mexico,1998-04-01,35.4
NER,Niger,1998-04-01,61.2
NGA,Nigeria,1998-04-01,29.7
NLD,Netherlands,1998-04-01,78.9
NOR,Norway,1998-04-01,75.0
NZL,New Zealand,1998-04-01,67.1
PHL,Philippines,1998-04-01,42.1
POL,Poland,1998-04-01,63.3
PRT,Portugal,1998-04-01,76.7
PRY,Paraguay,1998-04-01,21.9
ROU,Romania,1998-04-01,19.681
RUS,Russian Federation,1998-04-01,7.0582
SDN,Sudan,1998-04-01,39.4
SGP,Singapore,1998-04-01,67.204
SHN,Saint Helena,1998-04-01,45.7
SVK,Slovakia,1998-04-01,64.3
SVN,Slovenia,1998-04-01,54.4
SWE,Sweden,1998-04-01,76.0
TGO,Togo,1998-04-01,74.7
THA,Thailand,1998-04-01,52.0
TTO,Trinidad and Tobago,1998-04-01,10.1
TUR,Turkey,1998-04-01,5.5
TWN,"Taiwan, China",1998-04-01,62.88
URY,Uruguay,1998-04-01,11.76
USA,United States,1998-04-01,66.1
VUT,Vanuatu,1998-04-01,97.7
ZAF,South Africa,1998-04-01,31.1
ARM,Armenia,1998-07-01,49.9
AUS,Australia,1998-07-01,63.7
AUT,Austria,1998-07-01,68.9
BEL,Belgium,1998-07-01,68.9
BEN,Benin,1998-07-01,61.4
BGR,Bulgaria,1998-07-01,2800.6
CAN,Canada,1998-07-01,64.3
CHE,Switzerland,1998-07-01,94.0
CHN,China,1998-07-01,48.4
CIV,C̫te d'Ivoire,1998-07-01,68.9
COL,Colombia,1998-07-01,32.4
COL,Colombia,1998-07-01,37.3
CRI,Costa Rica,1998-07-01,21.8
CZE,Czech Republic,1998-07-01,76.2
DEU,Germany,1998-07-01,77.1
DNK,Denmark,1998-07-01,71.8
ECU,Ecuador,1998-07-01,13.1
ESP,Spain,1998-07-01,64.4
EST,Estonia,1998-07-01,56.4
FIN,Finland,1998-07-01,71.1
FRA,France,1998-07-01,75.7
GBR,United Kingdom,1998-07-01,66.3
GHA,Ghana,1998-07-01,7.5
GRC,Greece,1998-07-01,66.8
HKG,"Hong Kong SAR, China",1998-07-01,58.1
HRV,Croatia,1998-07-01,69.9
HTI,Haiti,1998-07-01,16.5
HUN,Hungary,1998-07-01,41.3
IDN,Indonesia,1998-07-01,20.12
IRL,Ireland,1998-07-01,85.7
ISL,Iceland,1998-07-01,47.7
ISR,Israel,1998-07-01,61.2
ITA,Italy,1998-07-01,70.0
JOR,Jordan,1998-07-01,50.7
JPN,Japan,1998-07-01,93.4
KOR,"Korea, Rep.",1998-07-01,52.1
LTU,Lithuania,1998-07-01,63.7
LUX,Luxembourg,1998-07-01,67.3
LVA,Latvia,1998-07-01,47.5
MAC,"Macao SAR, China",1998-07-01,47.6
MDA,"Moldova, Rep.",1998-07-01,388.95
MEX,Mexico,1998-07-01,36.9
NER,Niger,1998-07-01,63.4
NGA,Nigeria,1998-07-01,30.6
NLD,Netherlands,1998-07-01,78.6
NOR,Norway,1998-07-01,76.4
NZL,New Zealand,1998-07-01,68.2
PHL,Philippines,1998-07-01,43.2
POL,Poland,1998-07-01,60.8
PRT,Portugal,1998-07-01,77.1
PRY,Paraguay,1998-07-01,22.0
ROU,Romania,1998-07-01,20.77
RUS,Russian Federation,1998-07-01,8.278
SDN,Sudan,1998-07-01,45.9
SGP,Singapore,1998-07-01,67.041
SHN,Saint Helena,1998-07-01,46.8
SVK,Slovakia,1998-07-01,63.2
SVN,Slovenia,1998-07-01,53.4
SWE,Sweden,1998-07-01,76.1
TGO,Togo,1998-07-01,70.9
THA,Thailand,1998-07-01,52.3
TTO,Trinidad and Tobago,1998-07-01,10.6
TUR,Turkey,1998-07-01,5.8
TWN,"Taiwan, China",1998-07-01,64.16
URY,Uruguay,1998-07-01,12.24
USA,United States,1998-07-01,66.4
VUT,Vanuatu,1998-07-01,97.7
ZAF,South Africa,1998-07-01,31.4
ARM,Armenia,1998-10-01,50.1
AUS,Australia,1998-10-01,64.7
AUT,Austria,1998-10-01,68.9
BEL,Belgium,1998-10-01,68.4
BEN,Benin,1998-10-01,61.1
BGR,Bulgaria,1998-10-01,2822.0
CAN,Canada,1998-10-01,64.4
CHE,Switzerland,1998-10-01,93.5
CHN,China,1998-10-01,49.1
CIV,C̫te d'Ivoire,1998-10-01,63.5
COL,Colombia,1998-10-01,32.1
COL,Colombia,1998-10-01,36.1
CRI,Costa Rica,1998-10-01,22.4
CZE,Czech Republic,1998-10-01,74.4
DEU,Germany,1998-10-01,76.4
DNK,Denmark,1998-10-01,71.5
ECU,Ecuador,1998-10-01,14.6
ESP,Spain,1998-10-01,64.5
EST,Estonia,1998-10-01,54.9
FIN,Finland,1998-10-01,70.1
FRA,France,1998-10-01,75.4
GBR,United Kingdom,1998-10-01,66.6
GHA,Ghana,1998-10-01,7.1
GRC,Greece,1998-10-01,67.8
HKG,"Hong Kong SAR, China",1998-10-01,57.5
HRV,Croatia,1998-10-01,70.3
HTI,Haiti,1998-10-01,16.3
HUN,Hungary,1998-10-01,41.2
IDN,Indonesia,1998-10-01,21.61
IRL,Ireland,1998-10-01,85.0
ISL,Iceland,1998-10-01,47.4
ISR,Israel,1998-10-01,64.4
ITA,Italy,1998-10-01,70.3
JOR,Jordan,1998-10-01,51.7
JPN,Japan,1998-10-01,96.9
KOR,"Korea, Rep.",1998-10-01,52.7
LTU,Lithuania,1998-10-01,62.6
LUX,Luxembourg,1998-10-01,67.3
LVA,Latvia,1998-10-01,47.5
MAC,"Macao SAR, China",1998-10-01,47.1
MDA,"Moldova, Rep.",1998-10-01,418.01
MEX,Mexico,1998-10-01,39.0
NER,Niger,1998-10-01,57.9
NGA,Nigeria,1998-10-01,29.0
NLD,Netherlands,1998-10-01,79.1
NOR,Norway,1998-10-01,76.5
NZL,New Zealand,1998-10-01,68.3
PHL,Philippines,1998-10-01,44.1
POL,Poland,1998-10-01,61.6
PRT,Portugal,1998-10-01,77.1
PRY,Paraguay,1998-10-01,23.1
ROU,Romania,1998-10-01,21.974
RUS,Russian Federation,1998-10-01,11.726
SDN,Sudan,1998-10-01,48.9
SGP,Singapore,1998-10-01,66.981
SHN,Saint Helena,1998-10-01,46.9
SVK,Slovakia,1998-10-01,64.0
SVN,Slovenia,1998-10-01,53.1
SWE,Sweden,1998-10-01,75.4
TGO,Togo,1998-10-01,62.2
THA,Thailand,1998-10-01,51.9
TTO,Trinidad and Tobago,1998-10-01,10.8
TUR,Turkey,1998-10-01,6.8
TWN,"Taiwan, China",1998-10-01,65.62
URY,Uruguay,1998-10-01,12.43
USA,United States,1998-10-01,66.9
VUT,Vanuatu,1998-10-01,100.3
ZAF,South Africa,1998-10-01,32.0
ARM,Armenia,1999-01-01,49.4
AUS,Australia,1999-01-01,65.3
AUT,Austria,1999-01-01,69.5
BDI,Burundi,1999-01-01,18.2
BEL,Belgium,1999-01-01,69.2
BEN,Benin,1999-01-01,60.9
BGR,Bulgaria,1999-01-01,2808.9
CAN,Canada,1999-01-01,65.4
CHE,Switzerland,1999-01-01,94.0
CHL,Chile,1999-01-01,47.6
CHN,China,1999-01-01,49.8
CIV,C̫te d'Ivoire,1999-01-01,65.2
COL,Colombia,1999-01-01,33.0
COL,Colombia,1999-01-01,38.1
CRI,Costa Rica,1999-01-01,23.3
CZE,Czech Republic,1999-01-01,73.6
DEU,Germany,1999-01-01,77.2
DNK,Denmark,1999-01-01,71.5
DOM,Dominican Republic,1999-01-01,21.6
ECU,Ecuador,1999-01-01,14.9
ESP,Spain,1999-01-01,65.1
EST,Estonia,1999-01-01,54.5
FIN,Finland,1999-01-01,70.7
FRA,France,1999-01-01,76.1
GBR,United Kingdom,1999-01-01,67.0
GHA,Ghana,1999-01-01,7.3
GRC,Greece,1999-01-01,69.9
HKG,"Hong Kong SAR, China",1999-01-01,57.5
HRV,Croatia,1999-01-01,70.8
HTI,Haiti,1999-01-01,16.2
HUN,Hungary,1999-01-01,42.3
IDN,Indonesia,1999-01-01,23.72
IRL,Ireland,1999-01-01,86.2
ISL,Iceland,1999-01-01,48.8
ISR,Israel,1999-01-01,64.9
ITA,Italy,1999-01-01,70.8
JOR,Jordan,1999-01-01,51.5
JPN,Japan,1999-01-01,94.9
KOR,"Korea, Rep.",1999-01-01,53.8
LTU,Lithuania,1999-01-01,63.3
LUX,Luxembourg,1999-01-01,67.5
LVA,Latvia,1999-01-01,48.2
MAC,"Macao SAR, China",1999-01-01,46.5
MDA,"Moldova, Rep.",1999-01-01,473.26
MEX,Mexico,1999-01-01,41.6
NER,Niger,1999-01-01,55.6
NGA,Nigeria,1999-01-01,29.6
NLD,Netherlands,1999-01-01,80.5
NOR,Norway,1999-01-01,76.8
NZL,New Zealand,1999-01-01,69.0
PHL,Philippines,1999-01-01,45.0
POL,Poland,1999-01-01,62.4
PRT,Portugal,1999-01-01,78.2
PRY,Paraguay,1999-01-01,22.8
ROU,Romania,1999-01-01,22.725
RUS,Russian Federation,1999-01-01,14.8396
SDN,Sudan,1999-01-01,42.6
SGP,Singapore,1999-01-01,67.403
SHN,Saint Helena,1999-01-01,47.1
SVK,Slovakia,1999-01-01,65.0
SVN,Slovenia,1999-01-01,54.8
SWE,Sweden,1999-01-01,76.7
TGO,Togo,1999-01-01,64.3
THA,Thailand,1999-01-01,51.9
TTO,Trinidad and Tobago,1999-01-01,10.9
TUR,Turkey,1999-01-01,7.6
TWN,"Taiwan, China",1999-01-01,62.88
URY,Uruguay,1999-01-01,12.37
USA,United States,1999-01-01,67.5
VUT,Vanuatu,1999-01-01,98.0
ZAF,South Africa,1999-01-01,32.5
ARM,Armenia,1999-04-01,50.2
AUS,Australia,1999-04-01,65.4
AUT,Austria,1999-04-01,68.8
BDI,Burundi,1999-04-01,19.6
BEL,Belgium,1999-04-01,69.7
BEN,Benin,1999-04-01,63.7
BGR,Bulgaria,1999-04-01,2628.1
CAN,Canada,1999-04-01,65.6
CHE,Switzerland,1999-04-01,94.0
CHL,Chile,1999-04-01,47.5
CHN,China,1999-04-01,47.7
CIV,C̫te d'Ivoire,1999-04-01,65.3
COL,Colombia,1999-04-01,32.5
COL,Colombia,1999-04-01,38.1
CRI,Costa Rica,1999-04-01,22.9
CZE,Czech Republic,1999-04-01,72.7
DEU,Germany,1999-04-01,77.2
DNK,Denmark,1999-04-01,71.7
DOM,Dominican Republic,1999-04-01,21.4
ECU,Ecuador,1999-04-01,16.4
ESP,Spain,1999-04-01,65.0
EST,Estonia,1999-04-01,54.2
FIN,Finland,1999-04-01,71.3
FRA,France,1999-04-01,76.3
GBR,United Kingdom,1999-04-01,66.5
GHA,Ghana,1999-04-01,7.3
GRC,Greece,1999-04-01,70.2
HKG,"Hong Kong SAR, China",1999-04-01,57.1
HRV,Croatia,1999-04-01,70.9
HTI,Haiti,1999-04-01,16.2
HUN,Hungary,1999-04-01,42.7
IDN,Indonesia,1999-04-01,22.72
IRL,Ireland,1999-04-01,87.3
ISL,Iceland,1999-04-01,49.0
ISR,Israel,1999-04-01,65.4
ITA,Italy,1999-04-01,71.0
JOR,Jordan,1999-04-01,50.2
JPN,Japan,1999-04-01,94.4
KOR,"Korea, Rep.",1999-04-01,53.8
LTU,Lithuania,1999-04-01,62.4
LUX,Luxembourg,1999-04-01,67.8
LVA,Latvia,1999-04-01,48.0
