Country Code,Country,Date,GDP_Deflator_Index
NLD,Netherlands,1983-10-01,60.0
NOR,Norway,1983-10-01,36.2
PHL,Philippines,1983-10-01,9.7
SGP,Singapore,1983-10-01,64.3
TWN,"Taiwan, China",1983-10-01,74.3
USA,United States,1983-10-01,53.7
ZAF,South Africa,1983-10-01,6.9
AUS,Australia,1984-01-01,38.3
CAN,Canada,1984-01-01,52.1
CHE,Switzerland,1984-01-01,66.0
DEU,Germany,1984-01-01,60.6
FRA,France,1984-01-01,58.2
GBR,United Kingdom,1984-01-01,41.6
HKG,"Hong Kong SAR, China",1984-01-01,34.6
KOR,"Korea, Rep.",1984-01-01,32.5
NLD,Netherlands,1984-01-01,60.2
NOR,Norway,1984-01-01,36.3
PHL,Philippines,1984-01-01,11.8
SGP,Singapore,1984-01-01,63.4
TWN,"Taiwan, China",1984-01-01,77.1
USA,United States,1984-01-01,54.3
ZAF,South Africa,1984-01-01,7.1
AUS,Australia,1984-04-01,38.7
CAN,Canada,1984-04-01,52.5
CHE,Switzerland,1984-04-01,66.7
DEU,Germany,1984-04-01,60.6
FRA,France,1984-04-01,59.0
GBR,United Kingdom,1984-04-01,42.8
HKG,"Hong Kong SAR, China",1984-04-01,35.2
KOR,"Korea, Rep.",1984-04-01,32.7
NLD,Netherlands,1984-04-01,60.2
NOR,Norway,1984-04-01,37.7
PHL,Philippines,1984-04-01,12.6
SGP,Singapore,1984-04-01,63.6
TWN,"Taiwan, China",1984-04-01,77.5
USA,United States,1984-04-01,54.7
ZAF,South Africa,1984-04-01,7.2
AUS,Australia,1984-07-01,38.8
CAN,Canada,1984-07-01,52.9
CHE,Switzerland,1984-07-01,67.0
DEU,Germany,1984-07-01,60.8
FRA,France,1984-07-01,59.7
GBR,United Kingdom,1984-07-01,43.1
HKG,"Hong Kong SAR, China",1984-07-01,36.9
KOR,"Korea, Rep.",1984-07-01,33.9
NLD,Netherlands,1984-07-01,60.2
NOR,Norway,1984-07-01,38.2
PHL,Philippines,1984-07-01,14.3
SGP,Singapore,1984-07-01,64.7
TWN,"Taiwan, China",1984-07-01,77.0
USA,United States,1984-07-01,55.2
ZAF,South Africa,1984-07-01,7.5
AUS,Australia,1984-10-01,39.2
CAN,Canada,1984-10-01,53.2
CHE,Switzerland,1984-10-01,67.3
DEU,Germany,1984-10-01,61.5
FRA,France,1984-10-01,60.3
GBR,United Kingdom,1984-10-01,43.7
HKG,"Hong Kong SAR, China",1984-10-01,37.9
KOR,"Korea, Rep.",1984-10-01,33.9
NLD,Netherlands,1984-10-01,60.8
NOR,Norway,1984-10-01,37.8
PHL,Philippines,1984-10-01,14.9
SGP,Singapore,1984-10-01,65.4
TWN,"Taiwan, China",1984-10-01,74.7
USA,United States,1984-10-01,55.6
ZAF,South Africa,1984-10-01,7.8
AUS,Australia,1985-01-01,40.2
CAN,Canada,1985-01-01,53.6
CHE,Switzerland,1985-01-01,67.5
DEU,Germany,1985-01-01,61.9
FRA,France,1985-01-01,61.3
GBR,United Kingdom,1985-01-01,44.0
HKG,"Hong Kong SAR, China",1985-01-01,37.3
KOR,"Korea, Rep.",1985-01-01,33.6
NLD,Netherlands,1985-01-01,61.6
NOR,Norway,1985-01-01,38.1
PHL,Philippines,1985-01-01,15.4
SGP,Singapore,1985-01-01,64.1
TWN,"Taiwan, China",1985-01-01,77.7
USA,United States,1985-01-01,56.2
ZAF,South Africa,1985-01-01,8.2
AUS,Australia,1985-04-01,40.8
CAN,Canada,1985-04-01,54.5
CHE,Switzerland,1985-04-01,68.0
DEU,Germany,1985-04-01,61.8
FRA,France,1985-04-01,62.2
GBR,United Kingdom,1985-04-01,44.7
HKG,"Hong Kong SAR, China",1985-04-01,37.9
KOR,"Korea, Rep.",1985-04-01,34.2
NLD,Netherlands,1985-04-01,61.1
NOR,Norway,1985-04-01,38.9
PHL,Philippines,1985-04-01,15.5
SGP,Singapore,1985-04-01,63.3
TWN,"Taiwan, China",1985-04-01,77.0
USA,United States,1985-04-01,56.5
ZAF,South Africa,1985-04-01,8.4
AUS,Australia,1985-07-01,41.2
CAN,Canada,1985-07-01,54.7
CHE,Switzerland,1985-07-01,68.4
DEU,Germany,1985-07-01,62.2
FRA,France,1985-07-01,62.9
GBR,United Kingdom,1985-07-01,45.5
HKG,"Hong Kong SAR, China",1985-07-01,38.7
KOR,"Korea, Rep.",1985-07-01,35.4
NLD,Netherlands,1985-07-01,61.2
NOR,Norway,1985-07-01,40.4
PHL,Philippines,1985-07-01,15.8
SGP,Singapore,1985-07-01,63.5
TWN,"Taiwan, China",1985-07-01,76.5
USA,United States,1985-07-01,56.9
ZAF,South Africa,1985-07-01,8.6
AUS,Australia,1985-10-01,42.2
CAN,Canada,1985-10-01,55.0
CHE,Switzerland,1985-10-01,69.1
DEU,Germany,1985-10-01,62.9
FRA,France,1985-10-01,63.7
GBR,United Kingdom,1985-10-01,46.2
HKG,"Hong Kong SAR, China",1985-10-01,38.6
KOR,"Korea, Rep.",1985-10-01,35.2
NLD,Netherlands,1985-10-01,61.8
NOR,Norway,1985-10-01,40.5
PHL,Philippines,1985-10-01,15.9
SGP,Singapore,1985-10-01,62.5
TWN,"Taiwan, China",1985-10-01,75.2
USA,United States,1985-10-01,57.2
ZAF,South Africa,1985-10-01,9.2
AUS,Australia,1986-01-01,42.7
CAN,Canada,1986-01-01,55.5
CHE,Switzerland,1986-01-01,69.8
DEU,Germany,1986-01-01,63.5
FRA,France,1986-01-01,64.8
GBR,United Kingdom,1986-01-01,46.6
HKG,"Hong Kong SAR, China",1986-01-01,38.9
KOR,"Korea, Rep.",1986-01-01,36.1
NLD,Netherlands,1986-01-01,62.1
NOR,Norway,1986-01-01,39.0
PHL,Philippines,1986-01-01,16.0
SGP,Singapore,1986-01-01,62.5
TWN,"Taiwan, China",1986-01-01,80.6
USA,United States,1986-01-01,57.5
ZAF,South Africa,1986-01-01,9.3
AUS,Australia,1986-04-01,43.5
CAN,Canada,1986-04-01,55.7
CHE,Switzerland,1986-04-01,70.2
DEU,Germany,1986-04-01,63.8
FRA,France,1986-04-01,65.3
GBR,United Kingdom,1986-04-01,46.7
HKG,"Hong Kong SAR, China",1986-04-01,38.9
KOR,"Korea, Rep.",1986-04-01,35.8
NLD,Netherlands,1986-04-01,61.5
NOR,Norway,1986-04-01,38.5
PHL,Philippines,1986-04-01,16.0
SGP,Singapore,1986-04-01,61.9
TWN,"Taiwan, China",1986-04-01,80.4
USA,United States,1986-04-01,57.7
ZAF,South Africa,1986-04-01,9.9
AUS,Australia,1986-07-01,44.2
CAN,Canada,1986-07-01,56.3
CHE,Switzerland,1986-07-01,70.6
DEU,Germany,1986-07-01,64.3
FRA,France,1986-07-01,66.1
GBR,United Kingdom,1986-07-01,47.2
HKG,"Hong Kong SAR, China",1986-07-01,39.5
KOR,"Korea, Rep.",1986-07-01,36.4
NLD,Netherlands,1986-07-01,61.4
NOR,Norway,1986-07-01,39.0
PHL,Philippines,1986-07-01,16.1
SGP,Singapore,1986-07-01,62.1
TWN,"Taiwan, China",1986-07-01,81.2
USA,United States,1986-07-01,57.9
ZAF,South Africa,1986-07-01,10.1
AUS,Australia,1986-10-01,44.9
CAN,Canada,1986-10-01,57.1
CHE,Switzerland,1986-10-01,70.8
DEU,Germany,1986-10-01,64.6
FRA,France,1986-10-01,66.7
GBR,United Kingdom,1986-10-01,47.9
HKG,"Hong Kong SAR, China",1986-10-01,40.8
KOR,"Korea, Rep.",1986-10-01,36.9
NLD,Netherlands,1986-10-01,61.0
NOR,Norway,1986-10-01,40.4
PHL,Philippines,1986-10-01,16.4
SGP,Singapore,1986-10-01,63.7
TWN,"Taiwan, China",1986-10-01,79.2
USA,United States,1986-10-01,58.3
ZAF,South Africa,1986-10-01,10.7
AUS,Australia,1987-01-01,45.6
CAN,Canada,1987-01-01,57.8
CHE,Switzerland,1987-01-01,71.2
DEU,Germany,1987-01-01,64.6
FRA,France,1987-01-01,66.8
GBR,United Kingdom,1987-01-01,48.6
HKG,"Hong Kong SAR, China",1987-01-01,42.0
KOR,"Korea, Rep.",1987-01-01,37.0
NLD,Netherlands,1987-01-01,60.5
NOR,Norway,1987-01-01,40.7
PHL,Philippines,1987-01-01,16.7
SGP,Singapore,1987-01-01,61.7
TWN,"Taiwan, China",1987-01-01,81.9
USA,United States,1987-01-01,58.6
ZAF,South Africa,1987-01-01,10.9
AUS,Australia,1987-04-01,46.6
CAN,Canada,1987-04-01,58.6
CHE,Switzerland,1987-04-01,71.5
DEU,Germany,1987-04-01,64.6
FRA,France,1987-04-01,67.0
GBR,United Kingdom,1987-04-01,49.3
HKG,"Hong Kong SAR, China",1987-04-01,42.1
KOR,"Korea, Rep.",1987-04-01,37.4
NLD,Netherlands,1987-04-01,61.4
NOR,Norway,1987-04-01,41.7
NZL,New Zealand,1987-04-01,57.7
PHL,Philippines,1987-04-01,16.9
SGP,Singapore,1987-04-01,62.0
TWN,"Taiwan, China",1987-04-01,79.7
USA,United States,1987-04-01,59.0
ZAF,South Africa,1987-04-01,11.3
AUS,Australia,1987-07-01,47.2
CAN,Canada,1987-07-01,59.2
CHE,Switzerland,1987-07-01,72.1
DEU,Germany,1987-07-01,64.8
FRA,France,1987-07-01,67.6
GBR,United Kingdom,1987-07-01,50.3
HKG,"Hong Kong SAR, China",1987-07-01,43.3
KOR,"Korea, Rep.",1987-07-01,38.3
NLD,Netherlands,1987-07-01,61.8
NOR,Norway,1987-07-01,42.8
NZL,New Zealand,1987-07-01,58.7
PHL,Philippines,1987-07-01,17.6
SGP,Singapore,1987-07-01,63.0
TWN,"Taiwan, China",1987-07-01,80.9
USA,United States,1987-07-01,59.5
ZAF,South Africa,1987-07-01,11.5
AUS,Australia,1987-10-01,47.7
CAN,Canada,1987-10-01,59.8
CHE,Switzerland,1987-10-01,72.7
DEU,Germany,1987-10-01,65.4
FRA,France,1987-10-01,67.9
GBR,United Kingdom,1987-10-01,50.7
HKG,"Hong Kong SAR, China",1987-10-01,44.1
KOR,"Korea, Rep.",1987-10-01,39.6
NLD,Netherlands,1987-10-01,61.5
NOR,Norway,1987-10-01,43.0
NZL,New Zealand,1987-10-01,59.5
PHL,Philippines,1987-10-01,18.0
SGP,Singapore,1987-10-01,64.6
TWN,"Taiwan, China",1987-10-01,79.1
USA,United States,1987-10-01,60.0
ZAF,South Africa,1987-10-01,12.3
AUS,Australia,1988-01-01,49.2
CAN,Canada,1988-01-01,60.5
CHE,Switzerland,1988-01-01,72.9
DEU,Germany,1988-01-01,65.2
FRA,France,1988-01-01,68.5
GBR,United Kingdom,1988-01-01,51.3
HKG,"Hong Kong SAR, China",1988-01-01,45.5
KOR,"Korea, Rep.",1988-01-01,39.4
NLD,Netherlands,1988-01-01,61.0
NOR,Norway,1988-01-01,44.0
NZL,New Zealand,1988-01-01,61.2
PHL,Philippines,1988-01-01,18.5
SGP,Singapore,1988-01-01,64.5
TWN,"Taiwan, China",1988-01-01,81.1
USA,United States,1988-01-01,60.4
ZAF,South Africa,1988-01-01,12.5
AUS,Australia,1988-04-01,50.4
CAN,Canada,1988-04-01,60.9
CHE,Switzerland,1988-04-01,73.5
DEU,Germany,1988-04-01,65.7
FRA,France,1988-04-01,69.0
GBR,United Kingdom,1988-04-01,52.3
HKG,"Hong Kong SAR, China",1988-04-01,45.9
KOR,"Korea, Rep.",1988-04-01,40.6
NLD,Netherlands,1988-04-01,61.0
NOR,Norway,1988-04-01,44.3
NZL,New Zealand,1988-04-01,60.9
PHL,Philippines,1988-04-01,19.0
SGP,Singapore,1988-04-01,64.8
TWN,"Taiwan, China",1988-04-01,79.4
USA,United States,1988-04-01,61.0
ZAF,South Africa,1988-04-01,13.2
AUS,Australia,1988-07-01,51.8
CAN,Canada,1988-07-01,61.9
CHE,Switzerland,1988-07-01,74.2
DEU,Germany,1988-07-01,66.1
FRA,France,1988-07-01,69.8
GBR,United Kingdom,1988-07-01,53.2
HKG,"Hong Kong SAR, China",1988-07-01,46.8
KOR,"Korea, Rep.",1988-07-01,41.2
NLD,Netherlands,1988-07-01,61.1
NOR,Norway,1988-07-01,44.0
NZL,New Zealand,1988-07-01,63.8
PHL,Philippines,1988-07-01,19.0
SGP,Singapore,1988-07-01,66.7
TWN,"Taiwan, China",1988-07-01,80.6
USA,United States,1988-07-01,61.7
ZAF,South Africa,1988-07-01,13.3
AUS,Australia,1988-10-01,52.6
CAN,Canada,1988-10-01,62.8
CHE,Switzerland,1988-10-01,74.8
DEU,Germany,1988-10-01,66.9
FRA,France,1988-10-01,70.6
GBR,United Kingdom,1988-10-01,54.4
HKG,"Hong Kong SAR, China",1988-10-01,48.5
KOR,"Korea, Rep.",1988-10-01,42.0
NLD,Netherlands,1988-10-01,61.6
NOR,Norway,1988-10-01,44.2
NZL,New Zealand,1988-10-01,63.2
PHL,Philippines,1988-10-01,19.5
SGP,Singapore,1988-10-01,68.9
TWN,"Taiwan, China",1988-10-01,80.5
USA,United States,1988-10-01,62.3
ZAF,South Africa,1988-10-01,14.2
AUS,Australia,1989-01-01,53.6
CAN,Canada,1989-01-01,63.2
CHE,Switzerland,1989-01-01,75.4
DEU,Germany,1989-01-01,67.4
FRA,France,1989-01-01,71.2
GBR,United Kingdom,1989-01-01,55.5
HKG,"Hong Kong SAR, China",1989-01-01,50.1
KOR,"Korea, Rep.",1989-01-01,42.4
NLD,Netherlands,1989-01-01,61.7
NOR,Norway,1989-01-01,46.0
NZL,New Zealand,1989-01-01,63.7
PHL,Philippines,1989-01-01,19.7
SGP,Singapore,1989-01-01,67.6
TWN,"Taiwan, China",1989-01-01,83.3
USA,United States,1989-01-01,62.9
ZAF,South Africa,1989-01-01,14.5
AUS,Australia,1989-04-01,54.5
CAN,Canada,1989-04-01,64.3
CHE,Switzerland,1989-04-01,76.0
DEU,Germany,1989-04-01,67.6
FRA,France,1989-04-01,71.4
GBR,United Kingdom,1989-04-01,56.1
HKG,"Hong Kong SAR, China",1989-04-01,52.4
KOR,"Korea, Rep.",1989-04-01,42.9
NLD,Netherlands,1989-04-01,61.7
NOR,Norway,1989-04-01,46.9
NZL,New Zealand,1989-04-01,64.3
PHL,Philippines,1989-04-01,20.4
SGP,Singapore,1989-04-01,67.2
TWN,"Taiwan, China",1989-04-01,81.2
USA,United States,1989-04-01,63.6
ZAF,South Africa,1989-04-01,15.3
AUS,Australia,1989-07-01,55.1
CAN,Canada,1989-07-01,64.9
CHE,Switzerland,1989-07-01,76.8
DEU,Germany,1989-07-01,68.1
FRA,France,1989-07-01,71.9
GBR,United Kingdom,1989-07-01,57.5
HKG,"Hong Kong SAR, China",1989-07-01,53.2
KOR,"Korea, Rep.",1989-07-01,43.3
NLD,Netherlands,1989-07-01,62.1
NOR,Norway,1989-07-01,46.6
NZL,New Zealand,1989-07-01,65.8
PHL,Philippines,1989-07-01,21.1
SGP,Singapore,1989-07-01,69.5
TWN,"Taiwan, China",1989-07-01,81.9
USA,United States,1989-07-01,64.1
ZAF,South Africa,1989-07-01,16.1
AUS,Australia,1989-10-01,56.2
CAN,Canada,1989-10-01,65.3
CHE,Switzerland,1989-10-01,77.4
DEU,Germany,1989-10-01,68.5
FRA,France,1989-10-01,72.5
GBR,United Kingdom,1989-10-01,59.0
HKG,"Hong Kong SAR, China",1989-10-01,54.5
KOR,"Korea, Rep.",1989-10-01,44.5
NLD,Netherlands,1989-10-01,62.5
NOR,Norway,1989-10-01,46.8
NZL,New Zealand,1989-10-01,67.2
PHL,Philippines,1989-10-01,21.6
SGP,Singapore,1989-10-01,71.7
TWN,"Taiwan, China",1989-10-01,83.5
USA,United States,1989-10-01,64.5
ZAF,South Africa,1989-10-01,16.3
AUS,Australia,1990-01-01,56.8
BOL,Bolivia,1990-01-01,99.2
CAN,Canada,1990-01-01,65.6
CHE,Switzerland,1990-01-01,78.3
DEU,Germany,1990-01-01,69.6
FIN,Finland,1990-01-01,71.2
FRA,France,1990-01-01,73.1
GBR,United Kingdom,1990-01-01,60.1
HKG,"Hong Kong SAR, China",1990-01-01,55.0
KOR,"Korea, Rep.",1990-01-01,46.0
NLD,Netherlands,1990-01-01,62.4
NOR,Norway,1990-01-01,47.0
NZL,New Zealand,1990-01-01,67.3
PHL,Philippines,1990-01-01,22.5
SGP,Singapore,1990-01-01,70.9
TWN,"Taiwan, China",1990-01-01,87.6
USA,United States,1990-01-01,65.2
ZAF,South Africa,1990-01-01,16.8
AUS,Australia,1990-04-01,57.8
BOL,Bolivia,1990-04-01,95.6
CAN,Canada,1990-04-01,66.3
CHE,Switzerland,1990-04-01,79.4
DEU,Germany,1990-04-01,70.1
FIN,Finland,1990-04-01,72.1
FRA,France,1990-04-01,73.7
GBR,United Kingdom,1990-04-01,61.0
HKG,"Hong Kong SAR, China",1990-04-01,56.1
KOR,"Korea, Rep.",1990-04-01,47.1
NLD,Netherlands,1990-04-01,62.9
NOR,Norway,1990-04-01,47.2
NZL,New Zealand,1990-04-01,66.6
PHL,Philippines,1990-04-01,22.8
SGP,Singapore,1990-04-01,71.0
TWN,"Taiwan, China",1990-04-01,86.6
USA,United States,1990-04-01,65.9
ZAF,South Africa,1990-04-01,17.7
AUS,Australia,1990-07-01,57.8
BOL,Bolivia,1990-07-01,102.4
CAN,Canada,1990-07-01,66.9
CHE,Switzerland,1990-07-01,80.5
DEU,Germany,1990-07-01,70.4
FIN,Finland,1990-07-01,73.1
FRA,France,1990-07-01,73.6
GBR,United Kingdom,1990-07-01,62.9
HKG,"Hong Kong SAR, China",1990-07-01,56.9
KOR,"Korea, Rep.",1990-07-01,48.4
NLD,Netherlands,1990-07-01,62.6
NOR,Norway,1990-07-01,48.9
NZL,New Zealand,1990-07-01,67.8
PHL,Philippines,1990-07-01,23.5
SGP,Singapore,1990-07-01,72.5
TWN,"Taiwan, China",1990-07-01,85.6
USA,United States,1990-07-01,66.5
ZAF,South Africa,1990-07-01,18.4
AUS,Australia,1990-10-01,58.1
BOL,Bolivia,1990-10-01,102.7
CAN,Canada,1990-10-01,67.5
CHE,Switzerland,1990-10-01,81.6
DEU,Germany,1990-10-01,70.6
FIN,Finland,1990-10-01,73.2
FRA,France,1990-10-01,74.2
GBR,United Kingdom,1990-10-01,63.6
HKG,"Hong Kong SAR, China",1990-10-01,58.2
KOR,"Korea, Rep.",1990-10-01,48.9
NLD,Netherlands,1990-10-01,63.9
NOR,Norway,1990-10-01,50.4
NZL,New Zealand,1990-10-01,67.3
PHL,Philippines,1990-10-01,24.8
SGP,Singapore,1990-10-01,74.7
TWN,"Taiwan, China",1990-10-01,87.0
USA,United States,1990-10-01,67.0
ZAF,South Africa,1990-10-01,19.0
AUS,Australia,1991-01-01,58.1
BOL,Bolivia,1991-01-01,118.7
CAN,Canada,1991-01-01,68.2
CHE,Switzerland,1991-01-01,82.9
CRI,Costa Rica,1991-01-01,10.1
DEU,Germany,1991-01-01,75.7
FIN,Finland,1991-01-01,72.9
FRA,France,1991-01-01,74.6
GBR,United Kingdom,1991-01-01,64.7
HKG,"Hong Kong SAR, China",1991-01-01,59.1
KOR,"Korea, Rep.",1991-01-01,50.1
NLD,Netherlands,1991-01-01,64.5
NOR,Norway,1991-01-01,49.2
NZL,New Zealand,1991-01-01,66.6
PHL,Philippines,1991-01-01,26.1
SGP,Singapore,1991-01-01,74.0
TWN,"Taiwan, China",1991-01-01,91.1
USA,United States,1991-01-01,67.7
ZAF,South Africa,1991-01-01,19.5
AUS,Australia,1991-04-01,58.2
BOL,Bolivia,1991-04-01,111.1
CAN,Canada,1991-04-01,68.6
CHE,Switzerland,1991-04-01,83.9
CRI,Costa Rica,1991-04-01,10.6
DEU,Germany,1991-04-01,77.4
FIN,Finland,1991-04-01,73.1
FRA,France,1991-04-01,75.4
GBR,United Kingdom,1991-04-01,65.8
HKG,"Hong Kong SAR, China",1991-04-01,61.1
KOR,"Korea, Rep.",1991-04-01,51.4
NLD,Netherlands,1991-04-01,64.8
NOR,Norway,1991-04-01,49.5
NZL,New Zealand,1991-04-01,67.2
PHL,Philippines,1991-04-01,27.1
SGP,Singapore,1991-04-01,74.4
TWN,"Taiwan, China",1991-04-01,89.5
USA,United States,1991-04-01,68.2
ZAF,South Africa,1991-04-01,20.1
AUS,Australia,1991-07-01,58.4
BOL,Bolivia,1991-07-01,118.7
CAN,Canada,1991-07-01,68.8
CHE,Switzerland,1991-07-01,84.9
CRI,Costa Rica,1991-07-01,11.1
DEU,Germany,1991-07-01,77.7
FIN,Finland,1991-07-01,74.0
FRA,France,1991-07-01,75.9
GBR,United Kingdom,1991-07-01,66.5
HKG,"Hong Kong SAR, China",1991-07-01,62.6
KOR,"Korea, Rep.",1991-07-01,52.6
NLD,Netherlands,1991-07-01,65.0
NOR,Norway,1991-07-01,49.6
NZL,New Zealand,1991-07-01,68.3
PHL,Philippines,1991-07-01,28.0
SGP,Singapore,1991-07-01,75.9
TWN,"Taiwan, China",1991-07-01,88.5
USA,United States,1991-07-01,68.7
ZAF,South Africa,1991-07-01,21.3
AUS,Australia,1991-10-01,58.9
BOL,Bolivia,1991-10-01,122.4
CAN,Canada,1991-10-01,68.9
CHE,Switzerland,1991-10-01,85.4
CRI,Costa Rica,1991-10-01,11.4
DEU,Germany,1991-10-01,79.5
FIN,Finland,1991-10-01,74.0
FRA,France,1991-10-01,76.2
GBR,United Kingdom,1991-10-01,67.2
HKG,"Hong Kong SAR, China",1991-10-01,63.9
KOR,"Korea, Rep.",1991-10-01,53.8
NLD,Netherlands,1991-10-01,65.5
NOR,Norway,1991-10-01,49.5
NZL,New Zealand,1991-10-01,67.9
PHL,Philippines,1991-10-01,27.9
SGP,Singapore,1991-10-01,77.6
TWN,"Taiwan, China",1991-10-01,89.9
USA,United States,1991-10-01,69.1
ZAF,South Africa,1991-10-01,22.2
AUS,Australia,1992-01-01,59.3
BOL,Bolivia,1992-01-01,131.7
CAN,Canada,1992-01-01,69.1
CHE,Switzerland,1992-01-01,85.6
CHN,China,1992-01-01,28.9
CRI,Costa Rica,1992-01-01,12.1
DEU,Germany,1992-01-01,80.3
FIN,Finland,1992-01-01,73.6
FRA,France,1992-01-01,76.7
GBR,United Kingdom,1992-01-01,68.0
HKG,"Hong Kong SAR, China",1992-01-01,65.9
JOR,Jordan,1992-01-01,48.5
KOR,"Korea, Rep.",1992-01-01,54.2
NLD,Netherlands,1992-01-01,66.0
NOR,Norway,1992-01-01,48.9
NZL,New Zealand,1992-01-01,68.6
PHL,Philippines,1992-01-01,28.5
SGP,Singapore,1992-01-01,75.4
TWN,"Taiwan, China",1992-01-01,93.2
USA,United States,1992-01-01,69.4
ZAF,South Africa,1992-01-01,22.7
AUS,Australia,1992-04-01,59.1
BOL,Bolivia,1992-04-01,127.1
CAN,Canada,1992-04-01,69.5
CHE,Switzerland,1992-04-01,85.9
CHN,China,1992-04-01,30.8
CRI,Costa Rica,1992-04-01,12.7
DEU,Germany,1992-04-01,81.4
FIN,Finland,1992-04-01,74.0
FRA,France,1992-04-01,76.8
GBR,United Kingdom,1992-04-01,68.2
HKG,"Hong Kong SAR, China",1992-04-01,67.3
JOR,Jordan,1992-04-01,48.4
KOR,"Korea, Rep.",1992-04-01,55.8
NLD,Netherlands,1992-04-01,66.5
NOR,Norway,1992-04-01,49.0
NZL,New Zealand,1992-04-01,68.6
PHL,Philippines,1992-04-01,29.2
SGP,Singapore,1992-04-01,75.5
TWN,"Taiwan, China",1992-04-01,92.1
USA,United States,1992-04-01,69.8
ZAF,South Africa,1992-04-01,23.0
AUS,Australia,1992-07-01,59.1
BOL,Bolivia,1992-07-01,134.6
CAN,Canada,1992-07-01,69.8
CHE,Switzerland,1992-07-01,86.1
CHN,China,1992-07-01,30.5
CRI,Costa Rica,1992-07-01,13.2
DEU,Germany,1992-07-01,82.0
FIN,Finland,1992-07-01,74.4
FRA,France,1992-07-01,77.2
GBR,United Kingdom,1992-07-01,68.2
HKG,"Hong Kong SAR, China",1992-07-01,68.2
JOR,Jordan,1992-07-01,47.5
KOR,"Korea, Rep.",1992-07-01,56.7
NLD,Netherlands,1992-07-01,66.8
NOR,Norway,1992-07-01,49.0
NZL,New Zealand,1992-07-01,68.1
PHL,Philippines,1992-07-01,29.9
SGP,Singapore,1992-07-01,76.5
TWN,"Taiwan, China",1992-07-01,91.3
USA,United States,1992-07-01,70.1
ZAF,South Africa,1992-07-01,24.0
AUS,Australia,1992-10-01,59.1
BOL,Bolivia,1992-10-01,139.4
CAN,Canada,1992-10-01,70.0
CHE,Switzerland,1992-10-01,86.6
CHN,China,1992-10-01,31.6
CRI,Costa Rica,1992-10-01,13.8
DEU,Germany,1992-10-01,83.2
FIN,Finland,1992-10-01,74.6
FRA,France,1992-10-01,77.3
GBR,United Kingdom,1992-10-01,68.5
HKG,"Hong Kong SAR, China",1992-10-01,69.9
JOR,Jordan,1992-10-01,47.0
KOR,"Korea, Rep.",1992-10-01,57.3
NLD,Netherlands,1992-10-01,67.0
NOR,Norway,1992-10-01,49.6
NZL,New Zealand,1992-10-01,69.3
PHL,Philippines,1992-10-01,29.9
SGP,Singapore,1992-10-01,78.6
TWN,"Taiwan, China",1992-10-01,93.7
USA,United States,1992-10-01,70.6
ZAF,South Africa,1992-10-01,25.7
AUS,Australia,1993-01-01,59.6
BOL,Bolivia,1993-01-01,143.0
CAN,Canada,1993-01-01,70.2
CHE,Switzerland,1993-01-01,87.1
CHN,China,1993-01-01,32.5
CRI,Costa Rica,1993-01-01,13.1
DEU,Germany,1993-01-01,83.9
FIN,Finland,1993-01-01,75.1
FRA,France,1993-01-01,78.1
GBR,United Kingdom,1993-01-01,69.9
HKG,"Hong Kong SAR, China",1993-01-01,72.0
JOR,Jordan,1993-01-01,48.7
KOR,"Korea, Rep.",1993-01-01,58.1
MEX,Mexico,1993-01-01,16.6
NLD,Netherlands,1993-01-01,66.8
NOR,Norway,1993-01-01,49.9
NZL,New Zealand,1993-01-01,70.5
PHL,Philippines,1993-01-01,30.2
SGP,Singapore,1993-01-01,78.2
SWE,Sweden,1993-01-01,73.6
TWN,"Taiwan, China",1993-01-01,97.2
USA,United States,1993-01-01,71.0
ZAF,South Africa,1993-01-01,26.0
AUS,Australia,1993-04-01,59.9
BOL,Bolivia,1993-04-01,132.5
CAN,Canada,1993-04-01,70.6
CHE,Switzerland,1993-04-01,87.8
CHN,China,1993-04-01,35.0
CRI,Costa Rica,1993-04-01,14.0
DEU,Germany,1993-04-01,85.0
FIN,Finland,1993-04-01,75.5
FRA,France,1993-04-01,78.3
GBR,United Kingdom,1993-04-01,69.7
HKG,"Hong Kong SAR, China",1993-04-01,73.3
JOR,Jordan,1993-04-01,49.2
KOR,"Korea, Rep.",1993-04-01,59.3
MEX,Mexico,1993-04-01,16.9
NLD,Netherlands,1993-04-01,67.4
NOR,Norway,1993-04-01,50.1
NZL,New Zealand,1993-04-01,70.6
PHL,Philippines,1993-04-01,30.8
SGP,Singapore,1993-04-01,77.9
SWE,Sweden,1993-04-01,73.6
TWN,"Taiwan, China",1993-04-01,95.4
USA,United States,1993-04-01,71.4
ZAF,South Africa,1993-04-01,26.7
AUS,Australia,1993-07-01,59.7
BOL,Bolivia,1993-07-01,145.4
CAN,Canada,1993-07-01,70.4
CHE,Switzerland,1993-07-01,88.4
CHN,China,1993-07-01,35.2
CRI,Costa Rica,1993-07-01,14.7
DEU,Germany,1993-07-01,84.9
FIN,Finland,1993-07-01,75.5
FRA,France,1993-07-01,78.3
GBR,United Kingdom,1993-07-01,70.4
HKG,"Hong Kong SAR, China",1993-07-01,74.0
JOR,Jordan,1993-07-01,49.4
KOR,"Korea, Rep.",1993-07-01,59.9
MEX,Mexico,1993-07-01,17.3
NLD,Netherlands,1993-07-01,67.8
NOR,Norway,1993-07-01,50.7
NZL,New Zealand,1993-07-01,70.2
PHL,Philippines,1993-07-01,32.1
